,Red_Win,Blue_Win,Red_Champions,Blue_Champions
1205,False,True,"[897, 876, 166, 110, 555]","[10, 200, 55, 67, 40]"
1206,False,True,"[897, 163, 42, 236, 902]","[516, 24, 105, 81, 37]"
1207,False,True,"[19, 234, 101, 221, 350]","[420, 60, 268, 119, 111]"
1208,False,True,"[897, 107, 777, 711, 39]","[24, 113, 910, 202, 111]"
1209,False,True,"[133, 9, 131, 51, 888]","[54, 234, 119, 99, 44]"
1210,True,False,"[420, 107, 4, 119, 526]","[777, 154, 38, 81, 350]"
1211,True,False,"[24, 56, 127, 360, 888]","[54, 63, 238, 157, 53]"
1212,True,False,"[23, 19, 127, 110, 432]","[54, 9, 8, 523, 40]"
1213,True,False,"[114, 876, 268, 222, 43]","[92, 141, 555, 29, 53]"
1214,True,False,"[223, 91, 68, 119, 50]","[164, 28, 157, 523, 526]"
1215,True,False,"[122, 104, 55, 147, 235]","[240, 59, 79, 236, 902]"
1216,True,False,"[58, 104, 55, 22, 497]","[133, 163, 157, 81, 79]"
1217,False,True,"[887, 200, 4, 236, 201]","[164, 28, 157, 429, 518]"
1218,True,False,"[122, 59, 4, 81, 235]","[54, 876, 39, 895, 267]"
1219,True,False,"[19, 29, 131, 147, 43]","[82, 63, 42, 119, 497]"
1220,True,False,"[8, 876, 126, 429, 16]","[19, 64, 238, 22, 902]"
1221,False,True,"[887, 5, 112, 22, 235]","[897, 76, 238, 119, 432]"
1222,True,False,"[34, 17, 157, 110, 3]","[58, 200, 55, 202, 518]"
1223,True,False,"[777, 79, 246, 81, 497]","[126, 238, 85, 22, 902]"
1224,False,True,"[105, 233, 86, 498, 44]","[516, 234, 55, 147, 79]"
1225,True,False,"[48, 107, 63, 21, 101]","[98, 64, 4, 222, 350]"
1226,True,False,"[84, 164, 141, 21, 79]","[166, 59, 55, 221, 350]"
1227,True,False,"[31, 427, 8, 523, 37]","[58, 77, 13, 235, 223]"
1228,True,False,"[114, 254, 84, 18, 53]","[126, 234, 268, 523, 412]"
1229,False,True,"[43, 5, 516, 235, 147]","[887, 234, 105, 523, 111]"
1230,False,True,"[166, 104, 105, 110, 40]","[54, 79, 4, 18, 555]"
1231,True,False,"[266, 63, 91, 145, 902]","[39, 76, 84, 429, 888]"
1232,True,False,"[80, 203, 3, 235, 89]","[14, 11, 84, 51, 147]"
1233,False,True,"[887, 5, 91, 236, 267]","[133, 254, 58, 523, 147]"
1234,True,False,"[98, 63, 157, 119, 101]","[86, 5, 54, 67, 40]"
1235,False,True,"[27, 246, 157, 360, 3]","[6, 63, 18, 498, 57]"
1236,False,True,"[77, 24, 55, 429, 412]","[54, 233, 91, 147, 37]"
1237,True,False,"[92, 72, 131, 221, 497]","[67, 876, 238, 134, 43]"
1238,False,True,"[114, 35, 99, 21, 53]","[48, 104, 910, 235, 201]"
1239,False,True,"[92, 246, 517, 202, 35]","[41, 5, 84, 43, 235]"
1240,False,True,"[910, 5, 38, 110, 888]","[266, 254, 105, 157, 518]"
1241,False,True,"[98, 104, 42, 147, 235]","[122, 154, 157, 21, 40]"
1242,False,True,"[114, 35, 134, 81, 235]","[126, 876, 105, 523, 555]"
1243,True,False,"[122, 254, 268, 202, 99]","[82, 59, 69, 119, 888]"
1244,False,True,"[10, 9, 55, 523, 497]","[2, 203, 82, 202, 40]"
1245,True,False,"[777, 11, 246, 236, 902]","[54, 104, 134, 81, 147]"
1246,True,False,"[420, 107, 4, 81, 888]","[67, 106, 105, 202, 432]"
1247,False,True,"[266, 131, 245, 22, 16]","[17, 11, 518, 67, 555]"
1248,False,True,"[887, 28, 80, 22, 40]","[24, 30, 43, 236, 267]"
1249,True,False,"[77, 121, 14, 21, 526]","[2, 141, 115, 69, 497]"
1250,True,False,"[145, 427, 38, 54, 89]","[6, 63, 166, 910, 267]"
1251,False,True,"[122, 24, 910, 51, 40]","[897, 107, 3, 222, 37]"
1252,False,True,"[126, 233, 518, 22, 53]","[268, 107, 910, 238, 267]"
1253,True,False,"[68, 28, 777, 523, 43]","[266, 203, 84, 50, 8]"
1254,True,False,"[48, 233, 245, 523, 201]","[875, 131, 157, 119, 526]"
1255,False,True,"[82, 200, 157, 50, 235]","[114, 876, 517, 202, 22]"
1256,False,True,"[74, 72, 105, 895, 53]","[875, 876, 62, 110, 117]"
1257,False,True,"[897, 154, 55, 45, 12]","[92, 145, 517, 56, 40]"
1258,True,False,"[54, 200, 55, 221, 16]","[77, 876, 166, 142, 902]"
1259,False,True,"[79, 64, 34, 202, 43]","[122, 200, 105, 81, 432]"
1260,True,False,"[86, 91, 38, 21, 432]","[266, 154, 10, 202, 40]"
1261,False,True,"[6, 104, 246, 147, 57]","[122, 203, 1, 202, 26]"
1262,True,False,"[17, 254, 777, 22, 432]","[150, 104, 8, 81, 235]"
1263,False,True,"[131, 24, 235, 145, 555]","[17, 876, 126, 236, 267]"
1264,True,False,"[19, 150, 69, 429, 555]","[164, 89, 45, 119, 254]"
1265,False,True,"[266, 121, 18, 29, 432]","[58, 104, 69, 202, 101]"
1266,True,False,"[897, 104, 84, 202, 267]","[51, 76, 39, 427, 40]"
1267,True,False,"[78, 28, 18, 147, 53]","[420, 62, 13, 236, 37]"
1268,True,False,"[54, 5, 105, 222, 432]","[78, 876, 497, 18, 157]"
1269,False,True,"[80, 76, 518, 29, 201]","[83, 104, 245, 236, 902]"
1270,False,True,"[92, 20, 38, 81, 78]","[875, 234, 91, 15, 432]"
1271,False,True,"[19, 63, 7, 498, 518]","[82, 120, 45, 360, 40]"
1272,True,False,"[150, 77, 101, 222, 497]","[516, 200, 11, 119, 43]"
1273,True,False,"[157, 68, 42, 119, 53]","[20, 427, 55, 67, 902]"
1274,True,False,"[897, 203, 55, 360, 53]","[887, 121, 246, 145, 526]"
1275,False,True,"[122, 245, 101, 81, 432]","[164, 28, 246, 523, 43]"
1276,True,False,"[17, 56, 142, 81, 40]","[54, 5, 112, 895, 497]"
1277,False,True,"[114, 56, 4, 147, 202]","[30, 234, 98, 235, 36]"
1278,False,True,"[114, 876, 163, 236, 902]","[887, 121, 518, 523, 111]"
1279,False,True,"[897, 76, 14, 110, 235]","[77, 11, 81, 134, 40]"
1280,True,False,"[24, 107, 236, 161, 50]","[80, 200, 518, 110, 432]"
1281,False,True,"[887, 5, 238, 81, 267]","[122, 233, 105, 21, 53]"
1282,True,False,"[68, 120, 3, 360, 497]","[92, 427, 34, 107, 26]"
1283,True,False,"[55, 5, 910, 110, 235]","[79, 121, 34, 51, 25]"
1284,False,True,"[48, 246, 105, 202, 57]","[92, 77, 131, 235, 43]"
1285,False,True,"[50, 121, 7, 81, 267]","[23, 30, 2, 147, 43]"
1286,False,True,"[78, 876, 234, 21, 555]","[67, 24, 517, 895, 235]"
1287,True,False,"[420, 20, 84, 21, 40]","[48, 107, 517, 51, 26]"
1288,True,False,"[86, 245, 105, 202, 57]","[164, 5, 910, 81, 497]"
1289,True,False,"[202, 57, 112, 222, 25]","[897, 427, 517, 81, 111]"
1290,True,False,"[6, 102, 142, 81, 432]","[92, 104, 4, 360, 888]"
1291,True,False,"[910, 113, 777, 157, 43]","[58, 121, 101, 147, 235]"
1292,True,False,"[84, 104, 134, 81, 53]","[77, 5, 43, 235, 111]"
1293,False,True,"[154, 104, 13, 110, 902]","[23, 11, 517, 81, 44]"
1294,True,False,"[23, 876, 127, 145, 427]","[78, 77, 246, 202, 526]"
1295,False,True,"[92, 876, 246, 110, 22]","[54, 200, 8, 429, 111]"
1296,False,True,"[127, 91, 2, 81, 267]","[67, 120, 517, 236, 22]"
1297,False,True,"[887, 876, 777, 429, 235]","[55, 35, 99, 523, 37]"
1298,False,True,"[36, 62, 69, 236, 267]","[2, 79, 112, 202, 53]"
1299,True,False,"[50, 876, 92, 202, 497]","[126, 163, 157, 21, 111]"
1300,True,False,"[74, 233, 245, 51, 43]","[266, 234, 268, 202, 22]"
1301,False,True,"[110, 9, 134, 145, 497]","[39, 30, 234, 67, 40]"
1302,False,True,"[54, 30, 34, 236, 267]","[777, 876, 43, 81, 111]"
1303,False,True,"[10, 203, 268, 360, 888]","[777, 5, 42, 119, 40]"
1304,True,False,"[36, 64, 18, 51, 910]","[92, 62, 55, 119, 26]"
1305,True,False,"[6, 107, 517, 110, 40]","[266, 5, 55, 145, 53]"
1306,False,True,"[266, 120, 245, 202, 101]","[8, 20, 157, 51, 99]"
1307,True,False,"[27, 35, 112, 360, 526]","[114, 107, 147, 202, 143]"
1308,False,True,"[77, 234, 14, 43, 235]","[2, 876, 101, 523, 910]"
1309,False,True,"[24, 427, 517, 222, 902]","[54, 876, 126, 81, 432]"
1310,True,False,"[60, 203, 61, 202, 432]","[420, 5, 268, 110, 43]"
1311,True,False,"[83, 44, 142, 147, 37]","[41, 24, 910, 110, 888]"
1312,False,True,"[266, 64, 8, 51, 40]","[897, 91, 30, 22, 902]"
1313,False,True,"[27, 56, 8, 429, 16]","[420, 121, 69, 147, 902]"
1314,True,False,"[6, 421, 43, 81, 154]","[150, 120, 34, 51, 40]"
1315,False,True,"[24, 245, 42, 119, 555]","[266, 5, 81, 110, 201]"
1316,True,False,"[157, 76, 777, 29, 26]","[14, 28, 8, 21, 16]"
1317,True,False,"[875, 234, 26, 523, 53]","[86, 104, 43, 51, 57]"
1318,True,False,"[85, 234, 555, 895, 43]","[245, 154, 134, 67, 40]"
1319,False,True,"[24, 63, 91, 221, 902]","[43, 35, 4, 236, 267]"
1320,True,False,"[24, 107, 84, 236, 267]","[78, 203, 897, 51, 497]"
1321,True,False,"[84, 121, 55, 81, 53]","[164, 141, 30, 236, 235]"
1322,False,True,"[27, 154, 157, 145, 43]","[420, 28, 91, 895, 40]"
1323,True,False,"[92, 63, 157, 202, 432]","[86, 234, 555, 21, 22]"
1324,False,True,"[31, 200, 84, 222, 26]","[897, 121, 8, 145, 53]"
1325,False,True,"[77, 121, 910, 67, 497]","[14, 141, 161, 110, 202]"
1326,False,True,"[43, 102, 105, 202, 86]","[55, 20, 266, 236, 902]"
1327,True,False,"[126, 5, 268, 110, 902]","[68, 141, 910, 236, 44]"
1328,True,False,"[887, 876, 246, 81, 43]","[24, 120, 103, 29, 117]"
1329,False,True,"[122, 24, 8, 110, 25]","[887, 777, 63, 157, 412]"
1330,True,False,"[33, 79, 38, 21, 432]","[887, 203, 55, 22, 555]"
1331,False,True,"[86, 77, 1, 236, 902]","[24, 63, 777, 81, 267]"
1332,True,False,"[266, 233, 134, 81, 26]","[420, 5, 84, 119, 43]"
1333,True,False,"[68, 120, 910, 360, 497]","[39, 104, 43, 119, 57]"
1334,False,True,"[54, 79, 43, 51, 57]","[777, 56, 4, 498, 497]"
1335,False,True,"[266, 63, 29, 110, 235]","[27, 30, 236, 202, 412]"
1336,True,False,"[266, 60, 43, 202, 526]","[86, 64, 13, 110, 22]"
1337,True,False,"[41, 33, 4, 29, 267]","[39, 200, 166, 147, 143]"
1338,True,False,"[86, 28, 90, 4, 40]","[887, 104, 154, 157, 497]"
1339,True,False,"[48, 200, 61, 67, 555]","[82, 76, 238, 145, 497]"
1340,False,True,"[48, 233, 518, 51, 432]","[266, 107, 7, 110, 43]"
1341,True,False,"[77, 121, 8, 18, 89]","[106, 421, 897, 360, 27]"
1342,False,True,"[266, 121, 910, 22, 43]","[897, 35, 79, 429, 12]"
1343,False,True,"[78, 24, 8, 202, 267]","[98, 233, 4, 21, 111]"
1344,False,True,"[110, 113, 517, 235, 53]","[122, 876, 126, 51, 99]"
1345,False,True,"[77, 62, 910, 21, 40]","[150, 30, 246, 22, 161]"
1346,False,True,"[266, 28, 103, 202, 89]","[27, 234, 910, 523, 26]"
1347,False,True,"[9, 200, 91, 523, 143]","[92, 5, 163, 51, 902]"
1348,True,False,"[48, 56, 4, 110, 147]","[887, 35, 246, 202, 432]"
1349,True,False,"[92, 11, 90, 110, 888]","[75, 245, 91, 81, 111]"
1350,True,False,"[897, 32, 61, 236, 497]","[266, 104, 134, 67, 235]"
1351,False,True,"[126, 35, 55, 202, 497]","[78, 887, 246, 110, 89]"
1352,False,True,"[161, 45, 157, 141, 266]","[429, 268, 267, 876, 777]"
1353,False,True,"[54, 56, 55, 74, 111]","[92, 107, 3, 110, 57]"
1354,False,True,"[78, 91, 268, 96, 40]","[27, 233, 777, 157, 555]"
1355,False,True,"[777, 5, 7, 81, 40]","[8, 35, 105, 236, 267]"
1356,False,True,"[19, 254, 268, 145, 57]","[223, 28, 4, 236, 63]"
1357,False,True,"[58, 121, 268, 145, 43]","[54, 63, 266, 81, 40]"
1358,False,True,"[142, 33, 157, 81, 143]","[24, 11, 84, 110, 43]"
1359,False,True,"[166, 245, 238, 498, 497]","[897, 120, 518, 163, 127]"
1360,False,True,"[897, 60, 38, 119, 53]","[19, 104, 245, 110, 497]"
1361,False,True,"[24, 64, 131, 81, 37]","[92, 245, 43, 360, 111]"
1362,True,False,"[42, 254, 246, 29, 78]","[27, 64, 245, 110, 888]"
1363,True,False,"[82, 200, 238, 523, 432]","[266, 141, 8, 81, 26]"
1364,False,True,"[526, 6, 21, 101, 28]","[910, 35, 57, 77, 41]"
1365,True,False,"[266, 234, 50, 29, 517]","[54, 876, 166, 360, 111]"
1366,False,True,"[266, 120, 84, 236, 44]","[887, 234, 711, 523, 902]"
1367,True,False,"[84, 5, 99, 360, 117]","[245, 20, 266, 110, 350]"
1368,False,True,"[266, 35, 142, 81, 43]","[64, 234, 55, 67, 555]"
1369,False,True,"[897, 121, 134, 523, 201]","[31, 876, 236, 22, 497]"
1370,False,True,"[98, 5, 7, 202, 8]","[92, 876, 42, 110, 235]"
1371,True,False,"[84, 120, 4, 360, 53]","[1, 5, 55, 145, 497]"
1372,True,False,"[122, 104, 99, 119, 53]","[19, 254, 517, 81, 902]"
1373,False,True,"[114, 30, 166, 236, 53]","[777, 5, 518, 81, 235]"
1374,False,True,"[83, 5, 142, 67, 902]","[110, 876, 85, 51, 57]"
1375,True,False,"[24, 35, 166, 81, 497]","[266, 203, 147, 4, 57]"
1376,False,True,"[266, 104, 55, 147, 1]","[36, 876, 166, 523, 16]"
1377,False,True,"[14, 104, 268, 498, 235]","[157, 20, 13, 360, 89]"
1378,False,True,"[79, 203, 50, 29, 40]","[164, 113, 42, 43, 432]"
1379,True,False,"[19, 200, 84, 22, 147]","[516, 163, 246, 119, 412]"
1380,False,True,"[114, 887, 134, 81, 111]","[62, 79, 777, 67, 432]"
1381,True,False,"[86, 121, 268, 96, 201]","[150, 120, 245, 74, 555]"
1382,True,False,"[98, 163, 157, 221, 111]","[266, 427, 112, 67, 201]"
1383,False,True,"[266, 30, 4, 523, 412]","[24, 203, 518, 235, 147]"
1384,False,True,"[82, 11, 950, 115, 89]","[85, 104, 101, 147, 235]"
1385,True,False,"[122, 64, 517, 51, 235]","[23, 59, 142, 22, 43]"
1386,False,True,"[164, 142, 161, 81, 64]","[77, 104, 43, 202, 267]"
1387,True,False,"[58, 64, 55, 202, 518]","[107, 876, 91, 360, 111]"
1388,False,True,"[875, 234, 43, 147, 518]","[157, 5, 517, 110, 350]"
1389,False,True,"[897, 876, 110, 51, 902]","[24, 203, 1, 360, 201]"
1390,True,False,"[133, 20, 517, 157, 40]","[57, 64, 84, 22, 412]"
1391,False,True,"[92, 11, 246, 81, 432]","[78, 350, 54, 221, 427]"
1392,False,True,"[266, 91, 268, 157, 235]","[897, 78, 84, 81, 43]"
1393,True,False,"[777, 131, 84, 81, 22]","[114, 106, 166, 45, 432]"
1394,False,True,"[122, 876, 134, 523, 555]","[85, 234, 121, 110, 111]"
1395,False,True,"[14, 234, 268, 81, 235]","[777, 121, 43, 360, 111]"
1396,False,True,"[77, 91, 268, 498, 497]","[122, 30, 43, 110, 12]"
1397,True,False,"[43, 24, 18, 115, 53]","[897, 91, 4, 157, 235]"
1398,True,False,"[24, 254, 43, 119, 902]","[2, 5, 38, 236, 267]"
1399,False,True,"[122, 33, 157, 50, 79]","[61, 234, 85, 202, 497]"
1400,True,False,"[27, 234, 43, 895, 267]","[24, 28, 777, 236, 53]"
1401,True,False,"[266, 876, 55, 202, 53]","[78, 234, 134, 119, 111]"
1402,False,True,"[24, 32, 142, 81, 902]","[85, 5, 4, 202, 43]"
1403,True,False,"[122, 57, 268, 429, 888]","[516, 78, 105, 67, 350]"
1404,False,True,"[58, 63, 4, 236, 57]","[112, 20, 238, 51, 412]"
1405,True,False,"[517, 28, 166, 67, 53]","[126, 11, 50, 429, 555]"
1406,False,True,"[266, 63, 55, 202, 526]","[92, 57, 43, 21, 902]"
1407,True,False,"[897, 5, 38, 202, 147]","[887, 59, 245, 110, 432]"
1408,True,False,"[75, 254, 268, 221, 12]","[141, 56, 517, 429, 111]"
1409,True,False,"[114, 163, 99, 110, 235]","[54, 64, 61, 360, 89]"
1410,False,True,"[86, 91, 131, 236, 902]","[164, 64, 517, 498, 53]"
1411,False,True,"[10, 5, 55, 236, 902]","[875, 203, 38, 81, 43]"
1412,False,True,"[80, 427, 84, 202, 432]","[897, 11, 246, 115, 53]"
1413,False,True,"[516, 107, 711, 895, 902]","[24, 30, 166, 110, 143]"
1414,False,True,"[240, 876, 134, 119, 497]","[38, 5, 14, 202, 53]"
1415,True,False,"[122, 56, 43, 147, 235]","[897, 107, 38, 81, 526]"
1416,True,False,"[897, 28, 55, 523, 412]","[10, 233, 134, 236, 902]"
1417,False,True,"[24, 120, 112, 67, 26]","[897, 20, 101, 4, 80]"
1418,True,False,"[516, 62, 127, 498, 201]","[82, 5, 517, 21, 111]"
1419,True,False,"[266, 79, 3, 157, 235]","[114, 121, 84, 22, 888]"
1420,False,True,"[13, 104, 55, 110, 57]","[68, 5, 38, 81, 432]"
1421,True,False,"[897, 76, 101, 51, 235]","[24, 35, 103, 29, 16]"
1422,True,False,"[27, 254, 4, 910, 43]","[82, 62, 238, 81, 267]"
1423,False,True,"[223, 876, 238, 523, 37]","[266, 234, 84, 81, 555]"
1424,False,True,"[887, 120, 161, 81, 111]","[875, 57, 50, 236, 267]"
1425,False,True,"[38, 5, 246, 51, 40]","[86, 79, 238, 161, 53]"
1426,False,True,"[82, 104, 42, 67, 902]","[223, 876, 4, 22, 53]"
1427,False,True,"[43, 427, 112, 523, 412]","[6, 104, 238, 236, 26]"
1428,False,True,"[516, 63, 238, 119, 555]","[92, 56, 101, 81, 22]"
1429,False,True,"[39, 234, 126, 30, 111]","[78, 104, 7, 222, 902]"
1430,True,False,"[122, 48, 42, 67, 432]","[516, 28, 157, 51, 57]"
1431,True,False,"[106, 77, 50, 110, 201]","[777, 234, 910, 22, 902]"
1432,True,False,"[875, 5, 134, 523, 432]","[14, 24, 18, 147, 267]"
1433,False,True,"[5, 33, 3, 222, 12]","[516, 28, 246, 50, 432]"
1434,False,True,"[54, 5, 157, 4, 902]","[516, 24, 518, 119, 201]"
1435,True,False,"[266, 63, 42, 202, 497]","[43, 234, 14, 235, 53]"
1436,False,True,"[82, 59, 245, 110, 53]","[266, 876, 517, 360, 526]"
1437,False,True,"[41, 233, 8, 202, 43]","[164, 104, 90, 145, 111]"
1438,True,False,"[82, 427, 8, 21, 235]","[122, 25, 9, 157, 412]"
1439,False,True,"[84, 20, 18, 910, 497]","[268, 876, 166, 119, 57]"
1440,True,False,"[86, 28, 105, 429, 888]","[164, 64, 84, 202, 432]"
1441,True,False,"[86, 30, 126, 202, 432]","[63, 141, 134, 110, 201]"
1442,True,False,"[122, 238, 105, 18, 89]","[85, 234, 245, 910, 223]"
1443,True,False,"[24, 33, 268, 110, 17]","[82, 427, 101, 236, 35]"
1444,False,True,"[150, 79, 157, 202, 53]","[69, 104, 516, 523, 201]"
1445,True,False,"[82, 234, 517, 222, 16]","[2, 245, 91, 15, 350]"
1446,False,True,"[266, 200, 245, 202, 43]","[24, 28, 238, 67, 117]"
1447,False,True,"[23, 20, 3, 67, 117]","[122, 30, 4, 202, 432]"
1448,True,False,"[48, 76, 4, 202, 432]","[157, 11, 84, 110, 235]"
1449,True,False,"[420, 234, 55, 236, 267]","[68, 24, 950, 21, 235]"
1450,False,True,"[24, 30, 161, 51, 235]","[266, 59, 34, 236, 902]"
1451,False,True,"[777, 121, 99, 18, 267]","[122, 35, 34, 202, 412]"
1452,True,False,"[777, 876, 163, 202, 40]","[19, 121, 4, 498, 497]"
1453,False,True,"[48, 11, 103, 236, 267]","[24, 19, 84, 235, 14]"
1454,False,True,"[126, 121, 101, 110, 412]","[266, 64, 4, 523, 40]"
1455,False,True,"[82, 30, 55, 157, 235]","[114, 104, 517, 110, 412]"
1456,False,True,"[43, 104, 61, 222, 902]","[92, 5, 268, 910, 526]"
1457,False,True,"[50, 234, 103, 145, 555]","[516, 141, 84, 147, 16]"
1458,False,True,"[14, 121, 13, 221, 40]","[23, 421, 268, 21, 111]"
1459,True,False,"[240, 63, 238, 51, 432]","[164, 876, 69, 157, 267]"
1460,True,False,"[77, 63, 246, 81, 412]","[266, 91, 134, 51, 235]"
1461,True,False,"[78, 107, 63, 81, 432]","[266, 9, 163, 236, 267]"
1462,True,False,"[86, 35, 136, 22, 902]","[98, 33, 268, 202, 37]"
1463,False,True,"[85, 121, 711, 147, 235]","[67, 120, 55, 523, 111]"
1464,False,True,"[122, 238, 7, 145, 412]","[24, 121, 55, 81, 43]"
1465,True,False,"[5, 268, 350, 15, 36]","[4, 141, 27, 895, 12]"
1466,True,False,"[24, 63, 238, 110, 432]","[122, 5, 103, 51, 40]"
1467,True,False,"[77, 234, 4, 110, 44]","[12, 91, 55, 222, 875]"
1468,False,True,"[24, 234, 517, 145, 111]","[54, 107, 8, 81, 22]"
1469,True,False,"[10, 77, 50, 81, 22]","[24, 57, 43, 51, 99]"
1470,True,False,"[57, 876, 75, 145, 43]","[875, 28, 29, 21, 432]"
1471,False,True,"[77, 5, 105, 147, 235]","[17, 20, 136, 222, 201]"
1472,True,False,"[10, 246, 91, 145, 25]","[897, 56, 1, 360, 37]"
1473,True,False,"[111, 11, 4, 81, 43]","[266, 141, 105, 40, 202]"
1474,True,False,"[122, 120, 91, 910, 235]","[266, 64, 142, 147, 37]"
1475,True,False,"[266, 233, 157, 236, 432]","[54, 63, 99, 4, 34]"
1476,False,True,"[266, 56, 55, 81, 910]","[31, 238, 711, 67, 235]"
1477,False,True,"[68, 234, 166, 236, 40]","[39, 5, 517, 21, 902]"
1478,False,True,"[98, 234, 105, 236, 902]","[68, 77, 91, 235, 497]"
1479,False,True,"[43, 28, 134, 29, 57]","[6, 79, 166, 96, 117]"
1480,True,False,"[39, 245, 517, 236, 902]","[106, 200, 8, 21, 37]"
1481,True,False,"[82, 62, 142, 202, 45]","[777, 57, 91, 81, 22]"
1482,True,False,"[6, 120, 268, 429, 526]","[516, 203, 84, 223, 37]"
1483,True,False,"[33, 107, 7, 110, 53]","[420, 11, 103, 15, 235]"
1484,True,False,"[266, 64, 7, 51, 40]","[897, 77, 18, 235, 350]"
1485,False,True,"[41, 104, 3, 202, 89]","[2, 77, 157, 81, 63]"
1486,False,True,"[45, 121, 157, 236, 902]","[24, 203, 13, 429, 80]"
1487,True,False,"[122, 5, 147, 119, 25]","[83, 233, 161, 360, 888]"
1488,False,True,"[48, 238, 1, 119, 154]","[6, 9, 54, 145, 40]"
1489,True,False,"[875, 876, 112, 21, 127]","[86, 120, 910, 202, 516]"
1490,False,True,"[240, 104, 910, 81, 432]","[77, 64, 69, 119, 43]"
1491,True,False,"[266, 79, 777, 29, 117]","[54, 5, 55, 67, 432]"
1492,False,True,"[27, 887, 91, 147, 555]","[122, 200, 268, 119, 497]"
1493,True,False,"[161, 427, 517, 429, 412]","[82, 11, 55, 157, 497]"
1494,True,False,"[266, 35, 42, 498, 53]","[122, 104, 134, 51, 235]"
1495,True,False,"[897, 64, 517, 96, 888]","[223, 120, 157, 221, 555]"
1496,False,True,"[122, 5, 163, 110, 1]","[516, 104, 43, 236, 902]"
1497,False,True,"[24, 77, 112, 360, 53]","[266, 64, 7, 51, 40]"
1498,True,False,"[114, 63, 518, 145, 497]","[122, 5, 4, 81, 43]"
1499,False,True,"[23, 104, 103, 236, 432]","[58, 64, 91, 222, 117]"
1500,False,True,"[266, 245, 518, 223, 235]","[777, 200, 134, 29, 111]"
1501,False,True,"[82, 11, 910, 222, 40]","[86, 76, 101, 895, 111]"
1502,False,True,"[122, 121, 163, 50, 235]","[266, 5, 103, 147, 37]"
1503,False,True,"[86, 64, 136, 51, 99]","[14, 63, 18, 236, 111]"
1504,False,True,"[266, 876, 43, 235, 526]","[516, 35, 238, 145, 412]"
1505,True,False,"[223, 104, 910, 110, 12]","[19, 141, 134, 119, 53]"
1506,False,True,"[122, 104, 112, 236, 902]","[54, 234, 268, 429, 3]"
1507,False,True,"[48, 518, 45, 81, 43]","[157, 203, 96, 202, 201]"
1508,False,True,"[897, 5, 777, 518, 110]","[887, 64, 238, 429, 53]"
1509,True,False,"[240, 56, 8, 74, 22]","[38, 30, 777, 202, 910]"
1510,True,False,"[24, 200, 518, 523, 235]","[84, 238, 112, 4, 40]"
1511,False,True,"[83, 63, 887, 110, 40]","[13, 121, 4, 21, 53]"
1512,False,True,"[85, 516, 238, 29, 412]","[887, 104, 268, 202, 37]"
1513,True,False,"[266, 27, 517, 895, 201]","[8, 91, 80, 157, 235]"
1514,False,True,"[266, 245, 91, 360, 526]","[69, 233, 238, 236, 43]"
1515,False,True,"[875, 28, 711, 202, 235]","[6, 876, 18, 360, 89]"
1516,False,True,"[68, 5, 131, 429, 497]","[23, 78, 103, 110, 432]"
1517,True,False,"[51, 40, 107, 55, 41]","[59, 84, 81, 777, 497]"
1518,False,True,"[86, 104, 517, 67, 888]","[897, 78, 43, 523, 111]"
1519,True,False,"[202, 104, 1, 81, 497]","[122, 120, 13, 21, 432]"
1520,False,True,"[6, 63, 18, 236, 40]","[82, 104, 84, 523, 902]"
1521,False,True,"[75, 76, 42, 236, 40]","[80, 5, 43, 110, 37]"
1522,True,False,"[10, 76, 91, 119, 902]","[164, 79, 246, 50, 22]"
1523,True,False,"[133, 28, 266, 236, 267]","[68, 25, 126, 221, 350]"
1524,False,True,"[150, 203, 55, 67, 432]","[114, 104, 8, 147, 235]"
1525,False,True,"[92, 76, 163, 145, 555]","[78, 234, 42, 157, 40]"
1526,True,False,"[122, 11, 43, 147, 235]","[887, 121, 142, 360, 412]"
1527,False,True,"[54, 107, 101, 498, 432]","[887, 64, 517, 119, 40]"
1528,True,False,"[39, 876, 157, 235, 267]","[58, 60, 38, 523, 89]"
1529,True,False,"[777, 5, 1, 67, 902]","[58, 11, 42, 236, 267]"
1530,False,True,"[887, 5, 7, 21, 22]","[17, 35, 55, 110, 111]"
1531,False,True,"[897, 163, 90, 67, 117]","[77, 141, 910, 22, 202]"
1532,False,True,"[106, 141, 163, 222, 26]","[86, 5, 268, 119, 412]"
1533,True,False,"[777, 104, 90, 51, 142]","[887, 107, 268, 81, 412]"
1534,False,True,"[79, 234, 69, 235, 432]","[54, 24, 43, 145, 53]"
1535,True,False,"[92, 131, 85, 523, 117]","[266, 104, 268, 147, 235]"
1536,True,False,"[14, 60, 238, 145, 517]","[114, 121, 54, 110, 63]"
1537,True,False,"[161, 35, 91, 92, 235]","[112, 246, 157, 67, 40]"
1538,True,False,"[19, 203, 34, 43, 53]","[133, 245, 105, 29, 154]"
1539,False,True,"[266, 876, 238, 51, 43]","[150, 68, 246, 67, 117]"
1540,False,True,"[122, 154, 79, 498, 103]","[54, 63, 246, 81, 497]"
1541,False,True,"[92, 5, 245, 147, 518]","[897, 30, 38, 235, 80]"
1542,False,True,"[133, 60, 112, 360, 80]","[54, 233, 4, 236, 902]"
1543,False,True,"[82, 78, 42, 498, 235]","[14, 121, 61, 81, 53]"
1544,True,False,"[777, 79, 147, 110, 497]","[420, 30, 7, 119, 40]"
